creator_id,platform,content_type,time_slot,avg_engagement
17,YouTube,SHORT,10,0.484
17,YouTube,SHORT,11,0.621
17,YouTube,SHORT,12,0.403
17,YouTube,SHORT,13,0.77
17,YouTube,SHORT,14,0.35
17,YouTube,SHORT,15,0.45
17,YouTube,SHORT,16,0.599
17,YouTube,SHORT,17,0.441
17,YouTube,SHORT,18,0.709
17,YouTube,SHORT,19,0.551
17,YouTube,SHORT,20,0.561
17,YouTube,SHORT,21,0.552
17,YouTube,SHORT,22,0.439
17,YouTube,SHORT,23,0.269
17,YouTube,LONG,0,1.202
17,YouTube,LONG,1,0.817
17,YouTube,LONG,2,1.221
17,YouTube,LONG,3,0.563
17,YouTube,LONG,4,0.684
17,YouTube,LONG,5,0.419
17,YouTube,LONG,6,0.808
17,YouTube,LONG,7,1.147
17,YouTube,LONG,8,0.947
17,YouTube,LONG,9,0.787
17,YouTube,LONG,10,0.845
17,YouTube,LONG,11,1.116
17,YouTube,LONG,12,0.752
17,YouTube,LONG,13,1.147
17,YouTube,LONG,14,1.012
17,YouTube,LONG,15,1.043
17,YouTube,LONG,16,0.695
17,YouTube,LONG,17,0.726
17,YouTube,LONG,18,0.874
17,YouTube,LONG,19,0.545
17,YouTube,LONG,20,0.859
17,YouTube,LONG,21,0.439
17,YouTube,LONG,22,0.816
17,YouTube,LONG,23,1.044
18,Instagram,SHORT,0,0.62
18,Instagram,SHORT,1,1.24
18,Instagram,SHORT,2,0.97
18,Instagram,SHORT,3,0.479
18,Instagram,SHORT,4,1.228
18,Instagram,SHORT,5,0.72
18,Instagram,SHORT,6,1.071
18,Instagram,SHORT,7,0.672
18,Instagram,SHORT,8,1.197
18,Instagram,SHORT,9,1.036
18,Instagram,SHORT,10,0.549
18,Instagram,SHORT,11,0.82
18,Instagram,SHORT,12,0.813
18,Instagram,SHORT,13,0.415
18,Instagram,SHORT,14,0.495
18,Instagram,SHORT,15,0.666
18,Instagram,SHORT,16,0.79
18,Instagram,SHORT,17,0.775
18,Instagram,SHORT,18,0.905
18,Instagram,SHORT,19,0.826
18,Instagram,SHORT,20,0.662
18,Instagram,SHORT,21,0.911
18,Instagram,SHORT,22,0.517
18,Instagram,SHORT,23,1.242
18,Instagram,LONG,0,0.695
18,Instagram,LONG,1,0.433
18,Instagram,LONG,2,0.455
18,Instagram,LONG,3,0.748
18,Instagram,LONG,4,0.572
18,Instagram,LONG,5,0.677
18,Instagram,LONG,6,0.433
18,Instagram,LONG,7,0.74
18,Instagram,LONG,8,0.474
18,Instagram,LONG,9,0.656
18,Instagram,LONG,10,0.838
18,Instagram,LONG,11,0.602
18,Instagram,LONG,12,0.729
18,Instagram,LONG,13,0.687
18,Instagram,LONG,14,0.664
18,Instagram,LONG,15,0.271
18,Instagram,LONG,16,0.537
18,Instagram,LONG,17,0.83
18,Instagram,LONG,18,0.721
18,Instagram,LONG,19,0.717
18,Instagram,LONG,20,0.599
18,Instagram,LONG,21,0.684
18,Instagram,LONG,22,0.602
18,Instagram,LONG,23,0.356
18,YouTube,SHORT,0,0.629
18,YouTube,SHORT,1,0.624
18,YouTube,SHORT,2,0.755
18,YouTube,SHORT,3,0.343
18,YouTube,SHORT,4,0.66
18,YouTube,SHORT,5,0.274
18,YouTube,SHORT,6,0.819
18,YouTube,SHORT,7,0.32
18,YouTube,SHORT,8,0.266
18,YouTube,SHORT,9,0.442
18,YouTube,SHORT,10,0.345
18,YouTube,SHORT,11,0.666
18,YouTube,SHORT,12,0.499
18,YouTube,SHORT,13,0.716
18,YouTube,SHORT,14,0.803
18,YouTube,SHORT,15,0.774
18,YouTube,SHORT,16,0.693
18,YouTube,SHORT,17,0.292
18,YouTube,SHORT,18,0.337
18,YouTube,SHORT,19,0.378
18,YouTube,SHORT,20,0.448
18,YouTube,SHORT,21,0.649
18,YouTube,SHORT,22,0.568
18,YouTube,SHORT,23,0.442
18,YouTube,LONG,0,0.527
18,YouTube,LONG,1,1.173
18,YouTube,LONG,2,0.675
18,YouTube,LONG,3,0.685
18,YouTube,LONG,4,1.05
18,YouTube,LONG,5,1.006
18,YouTube,LONG,6,0.938
18,YouTube,LONG,7,0.982
18,YouTube,LONG,8,0.909
18,YouTube,LONG,9,0.543
18,YouTube,LONG,10,0.591
18,YouTube,LONG,11,0.863
18,YouTube,LONG,12,0.572
18,YouTube,LONG,13,1.226
18,YouTube,LONG,14,0.635
18,YouTube,LONG,15,0.628
18,YouTube,LONG,16,0.556
18,YouTube,LONG,17,0.992
18,YouTube,LONG,18,0.652
18,YouTube,LONG,19,0.68
18,YouTube,LONG,20,1.192
18,YouTube,LONG,21,1.071
18,YouTube,LONG,22,0.614
18,YouTube,LONG,23,0.482
19,Instagram,SHORT,0,0.967
19,Instagram,SHORT,1,0.707
19,Instagram,SHORT,2,1.233
19,Instagram,SHORT,3,1.091
19,Instagram,SHORT,4,1.21
19,Instagram,SHORT,5,1.079
19,Instagram,SHORT,6,0.629
19,Instagram,SHORT,7,0.627
19,Instagram,SHORT,8,1.0
19,Instagram,SHORT,9,0.678
19,Instagram,SHORT,10,0.762
19,Instagram,SHORT,11,0.599
19,Instagram,SHORT,12,0.794
19,Instagram,SHORT,13,0.552
19,Instagram,SHORT,14,0.846
19,Instagram,SHORT,15,1.191
19,Instagram,SHORT,16,0.984
19,Instagram,SHORT,17,0.495
19,Instagram,SHORT,18,0.914
19,Instagram,SHORT,19,0.888
19,Instagram,SHORT,20,0.587
19,Instagram,SHORT,21,0.961
19,Instagram,SHORT,22,0.84
19,Instagram,SHORT,23,0.933
19,Instagram,LONG,0,0.286
19,Instagram,LONG,1,0.501
19,Instagram,LONG,2,0.682
19,Instagram,LONG,3,0.315
19,Instagram,LONG,4,0.714
19,Instagram,LONG,5,0.258
19,Instagram,LONG,6,0.582
19,Instagram,LONG,7,0.808
19,Instagram,LONG,8,0.497
19,Instagram,LONG,9,0.811
19,Instagram,LONG,10,0.778
19,Instagram,LONG,11,0.539
19,Instagram,LONG,12,0.374
19,Instagram,LONG,13,0.829
19,Instagram,LONG,14,0.446
19,Instagram,LONG,15,0.639
19,Instagram,LONG,16,0.795
19,Instagram,LONG,17,0.308
19,Instagram,LONG,18,0.597
19,Instagram,LONG,19,0.573
19,Instagram,LONG,20,0.685
19,Instagram,LONG,21,0.812
19,Instagram,LONG,22,0.798
19,Instagram,LONG,23,0.359
19,YouTube,SHORT,0,0.78
19,YouTube,SHORT,1,0.36
19,YouTube,SHORT,2,0.802
19,YouTube,SHORT,3,0.848
19,YouTube,SHORT,4,0.491
19,YouTube,SHORT,5,0.55
19,YouTube,SHORT,6,0.812
19,YouTube,SHORT,7,0.827
19,YouTube,SHORT,8,0.806
19,YouTube,SHORT,9,0.777
19,YouTube,SHORT,10,0.261
19,YouTube,SHORT,11,0.593
19,YouTube,SHORT,12,0.319
19,YouTube,SHORT,13,0.84
19,YouTube,SHORT,14,0.424
19,YouTube,SHORT,15,0.844
19,YouTube,SHORT,16,0.578
19,YouTube,SHORT,17,0.549
19,YouTube,SHORT,18,0.813
19,YouTube,SHORT,19,0.761
19,YouTube,SHORT,20,0.533
19,YouTube,SHORT,21,0.37
19,YouTube,SHORT,22,0.322
19,YouTube,SHORT,23,0.352
19,YouTube,LONG,0,0.777
19,YouTube,LONG,1,0.6
19,YouTube,LONG,2,0.538
19,YouTube,LONG,3,1.02
19,YouTube,LONG,4,1.067
19,YouTube,LONG,5,0.872
19,YouTube,LONG,6,1.038
19,YouTube,LONG,7,0.529
19,YouTube,LONG,8,1.124
19,YouTube,LONG,9,1.16
19,YouTube,LONG,10,1.099
19,YouTube,LONG,11,0.826
19,YouTube,LONG,12,0.451
19,YouTube,LONG,13,0.961
19,YouTube,LONG,14,0.537
19,YouTube,LONG,15,0.498
19,YouTube,LONG,16,0.658
19,YouTube,LONG,17,0.592
19,YouTube,LONG,18,0.603
19,YouTube,LONG,19,0.581
19,YouTube,LONG,20,1.035
19,YouTube,LONG,21,1.21
19,YouTube,LONG,22,0.639
19,YouTube,LONG,23,1.008
20,Instagram,SHORT,0,0.385
20,Instagram,SHORT,1,0.947
20,Instagram,SHORT,2,0.981
20,Instagram,SHORT,3,0.429
20,Instagram,SHORT,4,0.478
20,Instagram,SHORT,5,0.643
20,Instagram,SHORT,6,0.73
20,Instagram,SHORT,7,0.815
20,Instagram,SHORT,8,1.158
20,Instagram,SHORT,9,0.991
20,Instagram,SHORT,10,0.647
20,Instagram,SHORT,11,0.478
20,Instagram,SHORT,12,1.177
20,Instagram,SHORT,13,0.633
20,Instagram,SHORT,14,0.913
20,Instagram,SHORT,15,0.567
20,Instagram,SHORT,16,0.492
20,Instagram,SHORT,17,0.509
20,Instagram,SHORT,18,1.029
20,Instagram,SHORT,19,0.905
20,Instagram,SHORT,20,0.739
20,Instagram,SHORT,21,0.856
20,Instagram,SHORT,22,0.787
20,Instagram,SHORT,23,0.845
20,Instagram,LONG,0,0.65
20,Instagram,LONG,1,0.385
20,Instagram,LONG,2,0.402
20,Instagram,LONG,3,0.704
20,Instagram,LONG,4,0.775
20,Instagram,LONG,5,0.304
20,Instagram,LONG,6,0.521
20,Instagram,LONG,7,0.674
20,Instagram,LONG,8,0.301
20,Instagram,LONG,9,0.591
20,Instagram,LONG,10,0.292
20,Instagram,LONG,11,0.581
20,Instagram,LONG,12,0.556
20,Instagram,LONG,13,0.596
20,Instagram,LONG,14,0.344
20,Instagram,LONG,15,0.45
20,Instagram,LONG,16,0.565
20,Instagram,LONG,17,0.324
20,Instagram,LONG,18,0.377
20,Instagram,LONG,19,0.602
20,Instagram,LONG,20,0.309
20,Instagram,LONG,21,0.559
20,Instagram,LONG,22,0.736
20,Instagram,LONG,23,0.525
20,YouTube,SHORT,0,0.56
20,YouTube,SHORT,1,0.527
20,YouTube,SHORT,2,0.289
20,YouTube,SHORT,3,0.53
20,YouTube,SHORT,4,0.735
20,YouTube,SHORT,5,0.685
20,YouTube,SHORT,6,0.491
20,YouTube,SHORT,7,0.741
20,YouTube,SHORT,8,0.699
20,YouTube,SHORT,9,0.599
20,YouTube,SHORT,10,0.282
20,YouTube,SHORT,11,0.46
20,YouTube,SHORT,12,0.293
20,YouTube,SHORT,13,0.847
20,YouTube,SHORT,14,0.811
20,YouTube,SHORT,15,0.296
20,YouTube,SHORT,16,0.811
20,YouTube,SHORT,17,0.274
20,YouTube,SHORT,18,0.498
20,YouTube,SHORT,19,0.713
20,YouTube,SHORT,20,0.711
20,YouTube,SHORT,21,0.837
20,YouTube,SHORT,22,0.639
20,YouTube,SHORT,23,0.505
20,YouTube,LONG,0,1.244
20,YouTube,LONG,1,0.71
20,YouTube,LONG,2,1.136
20,YouTube,LONG,3,1.168
20,YouTube,LONG,4,0.704
20,YouTube,LONG,5,0.972
20,YouTube,LONG,6,0.954
20,YouTube,LONG,7,0.847
20,YouTube,LONG,8,0.947
20,YouTube,LONG,9,0.679
20,YouTube,LONG,10,0.531
20,YouTube,LONG,11,0.845
20,YouTube,LONG,12,0.838
20,YouTube,LONG,13,1.012
20,YouTube,LONG,14,0.57
20,YouTube,LONG,15,0.378
20,YouTube,LONG,16,0.395
20,YouTube,LONG,17,0.636
20,YouTube,LONG,18,0.964
20,YouTube,LONG,19,0.851
20,YouTube,LONG,20,0.84
20,YouTube,LONG,21,1.095
20,YouTube,LONG,22,0.592
20,YouTube,LONG,23,0.678
21,Instagram,SHORT,0,0.616
21,Instagram,SHORT,1,1.195
21,Instagram,SHORT,2,1.009
21,Instagram,SHORT,3,0.474
21,Instagram,SHORT,4,1.083
21,Instagram,SHORT,5,0.742
21,Instagram,SHORT,6,1.045
21,Instagram,SHORT,7,1.148
21,Instagram,SHORT,8,0.389
21,Instagram,SHORT,9,0.555
21,Instagram,SHORT,10,0.463
21,Instagram,SHORT,11,0.404
21,Instagram,SHORT,12,0.898
21,Instagram,SHORT,13,0.99
21,Instagram,SHORT,14,0.418
21,Instagram,SHORT,15,1.023
21,Instagram,SHORT,16,0.727
21,Instagram,SHORT,17,0.58
21,Instagram,SHORT,18,0.565
21,Instagram,SHORT,19,1.131
21,Instagram,SHORT,20,0.424
21,Instagram,SHORT,21,0.816
21,Instagram,SHORT,22,0.628
21,Instagram,SHORT,23,1.089
21,Instagram,LONG,0,0.69
21,Instagram,LONG,1,0.445
21,Instagram,LONG,2,0.611
21,Instagram,LONG,3,0.655
21,Instagram,LONG,4,0.446
21,Instagram,LONG,5,0.435
21,Instagram,LONG,6,0.34
21,Instagram,LONG,7,0.648
21,Instagram,LONG,8,0.387
21,Instagram,LONG,9,0.434
21,Instagram,LONG,10,0.291
21,Instagram,LONG,11,0.819
21,Instagram,LONG,12,0.778
21,Instagram,LONG,13,0.797
21,Instagram,LONG,14,0.627
21,Instagram,LONG,15,0.509
21,Instagram,LONG,16,0.55
21,Instagram,LONG,17,0.834
21,Instagram,LONG,18,0.815
21,Instagram,LONG,19,0.654
21,Instagram,LONG,20,0.723
21,Instagram,LONG,21,0.445
21,Instagram,LONG,22,0.503
21,Instagram,LONG,23,0.344
21,YouTube,SHORT,0,0.479
21,YouTube,SHORT,1,0.704
21,YouTube,SHORT,2,0.537
21,YouTube,SHORT,3,0.76
21,YouTube,SHORT,4,0.434
21,YouTube,SHORT,5,0.676
21,YouTube,SHORT,6,0.734
21,YouTube,SHORT,7,0.799
21,YouTube,SHORT,8,0.59
21,YouTube,SHORT,9,0.831
21,YouTube,SHORT,10,0.587
21,YouTube,SHORT,11,0.335
21,YouTube,SHORT,12,0.4
21,YouTube,SHORT,13,0.376
21,YouTube,SHORT,14,0.64
21,YouTube,SHORT,15,0.804
21,YouTube,SHORT,16,0.759
21,YouTube,SHORT,17,0.31
21,YouTube,SHORT,18,0.686
21,YouTube,SHORT,19,0.368
21,YouTube,SHORT,20,0.415
21,YouTube,SHORT,21,0.656
21,YouTube,SHORT,22,0.614
21,YouTube,SHORT,23,0.775
21,YouTube,LONG,0,0.54
21,YouTube,LONG,1,1.041
21,YouTube,LONG,2,1.009
21,YouTube,LONG,3,0.864
21,YouTube,LONG,4,0.794
21,YouTube,LONG,5,1.136
21,YouTube,LONG,6,0.666
21,YouTube,LONG,7,1.212
21,YouTube,LONG,8,0.388
21,YouTube,LONG,9,1.195
21,YouTube,LONG,10,1.217
21,YouTube,LONG,11,0.478
21,YouTube,LONG,12,1.25
21,YouTube,LONG,13,0.794
21,YouTube,LONG,14,0.587
21,YouTube,LONG,15,0.904
21,YouTube,LONG,16,0.554
21,YouTube,LONG,17,1.176
21,YouTube,LONG,18,0.858
21,YouTube,LONG,19,1.054
21,YouTube,LONG,20,0.708
21,YouTube,LONG,21,0.842
21,YouTube,LONG,22,0.689
21,YouTube,LONG,23,0.604
22,Instagram,SHORT,0,0.824
22,Instagram,SHORT,1,0.81
22,Instagram,SHORT,2,0.461
22,Instagram,SHORT,3,1.234
22,Instagram,SHORT,4,0.786
22,Instagram,SHORT,5,1.11
22,Instagram,SHORT,6,1.175
22,Instagram,SHORT,7,0.699
22,Instagram,SHORT,8,0.737
22,Instagram,SHORT,9,0.867
22,Instagram,SHORT,10,0.569
22,Instagram,SHORT,11,0.503
22,Instagram,SHORT,12,0.603
22,Instagram,SHORT,13,1.193
22,Instagram,SHORT,14,0.882
22,Instagram,SHORT,15,0.74
22,Instagram,SHORT,16,0.508
22,Instagram,SHORT,17,0.664
22,Instagram,SHORT,18,0.707
22,Instagram,SHORT,19,1.104
22,Instagram,SHORT,20,0.812
22,Instagram,SHORT,21,0.948
22,Instagram,SHORT,22,0.974
22,Instagram,SHORT,23,0.6
22,Instagram,LONG,0,0.744
22,Instagram,LONG,1,0.83
22,Instagram,LONG,2,0.637
22,Instagram,LONG,3,0.547
22,Instagram,LONG,4,0.355
22,Instagram,LONG,5,0.728
22,Instagram,LONG,6,0.356
22,Instagram,LONG,7,0.684
22,Instagram,LONG,8,0.546
22,Instagram,LONG,9,0.801
22,Instagram,LONG,10,0.578
22,Instagram,LONG,11,0.637
22,Instagram,LONG,12,0.29
22,Instagram,LONG,13,0.275
22,Instagram,LONG,14,0.759
22,Instagram,LONG,15,0.817
22,Instagram,LONG,16,0.653
22,Instagram,LONG,17,0.71
22,Instagram,LONG,18,0.5
22,Instagram,LONG,19,0.756
22,Instagram,LONG,20,0.393
22,Instagram,LONG,21,0.676
22,Instagram,LONG,22,0.26
22,Instagram,LONG,23,0.556
22,YouTube,SHORT,0,0.477
22,YouTube,SHORT,1,0.623
22,YouTube,SHORT,2,0.652
22,YouTube,SHORT,3,0.622
22,YouTube,SHORT,4,0.543
22,YouTube,SHORT,5,0.545
22,YouTube,SHORT,6,0.259
22,YouTube,SHORT,7,0.583
22,YouTube,SHORT,8,0.262
22,YouTube,SHORT,9,0.57
22,YouTube,SHORT,10,0.418
22,YouTube,SHORT,11,0.837
22,YouTube,SHORT,12,0.265
22,YouTube,SHORT,13,0.739
22,YouTube,SHORT,14,0.656
22,YouTube,SHORT,15,0.735
22,YouTube,SHORT,16,0.796
22,YouTube,SHORT,17,0.319
22,YouTube,SHORT,18,0.312
22,YouTube,SHORT,19,0.344
22,YouTube,SHORT,20,0.369
22,YouTube,SHORT,21,0.568
22,YouTube,SHORT,22,0.74
22,YouTube,SHORT,23,0.414
22,YouTube,LONG,0,0.722
22,YouTube,LONG,1,0.701
22,YouTube,LONG,2,0.73
22,YouTube,LONG,3,0.869
22,YouTube,LONG,4,1.241
22,YouTube,LONG,5,0.573
22,YouTube,LONG,6,0.974
22,YouTube,LONG,7,1.117
22,YouTube,LONG,8,0.947
22,YouTube,LONG,9,1.126
22,YouTube,LONG,10,1.04
22,YouTube,LONG,11,0.457
22,YouTube,LONG,12,0.707
22,YouTube,LONG,13,0.859
22,YouTube,LONG,14,0.424
22,YouTube,LONG,15,0.383
22,YouTube,LONG,16,0.525
22,YouTube,LONG,17,0.812
22,YouTube,LONG,18,0.755
22,YouTube,LONG,19,1.061
22,YouTube,LONG,20,0.87
22,YouTube,LONG,21,1.126
22,YouTube,LONG,22,0.458
22,YouTube,LONG,23,0.837
23,Instagram,SHORT,0,0.412
23,Instagram,SHORT,1,0.56
23,Instagram,SHORT,2,1.135
23,Instagram,SHORT,3,1.152
23,Instagram,SHORT,4,0.791
23,Instagram,SHORT,5,0.416
23,Instagram,SHORT,6,0.44
23,Instagram,SHORT,7,1.185
23,Instagram,SHORT,8,1.162
23,Instagram,SHORT,9,0.868
23,Instagram,SHORT,10,0.404
23,Instagram,SHORT,11,1.188
23,Instagram,SHORT,12,0.65
23,Instagram,SHORT,13,1.216
23,Instagram,SHORT,14,0.889
23,Instagram,SHORT,15,1.033
23,Instagram,SHORT,16,0.999
23,Instagram,SHORT,17,0.724
23,Instagram,SHORT,18,0.442
23,Instagram,SHORT,19,0.517
23,Instagram,SHORT,20,0.585
23,Instagram,SHORT,21,1.105
23,Instagram,SHORT,22,0.716
23,Instagram,SHORT,23,1.159
23,Instagram,LONG,0,0.452
23,Instagram,LONG,1,0.705
23,Instagram,LONG,2,0.338
23,Instagram,LONG,3,0.843
23,Instagram,LONG,4,0.686
23,Instagram,LONG,5,0.553
23,Instagram,LONG,6,0.835
23,Instagram,LONG,7,0.287
23,Instagram,LONG,8,0.515
23,Instagram,LONG,9,0.754
23,Instagram,LONG,10,0.458
23,Instagram,LONG,11,0.713
23,Instagram,LONG,12,0.823
23,Instagram,LONG,13,0.491
23,Instagram,LONG,14,0.715
23,Instagram,LONG,15,0.273
23,Instagram,LONG,16,0.418
23,Instagram,LONG,17,0.846
23,Instagram,LONG,18,0.547
23,Instagram,LONG,19,0.467
23,Instagram,LONG,20,0.815
23,Instagram,LONG,21,0.512
23,Instagram,LONG,22,0.659
23,Instagram,LONG,23,0.648
23,YouTube,SHORT,0,0.306
23,YouTube,SHORT,1,0.623
23,YouTube,SHORT,2,0.73
23,YouTube,SHORT,3,0.679
23,YouTube,SHORT,4,0.304
23,YouTube,SHORT,5,0.347
23,YouTube,SHORT,6,0.678
23,YouTube,SHORT,7,0.632
23,YouTube,SHORT,8,0.695
23,YouTube,SHORT,9,0.443
23,YouTube,SHORT,10,0.318
23,YouTube,SHORT,11,0.258
23,YouTube,SHORT,12,0.438
23,YouTube,SHORT,13,0.469
23,YouTube,SHORT,14,0.416
23,YouTube,SHORT,15,0.334
23,YouTube,SHORT,16,0.366
23,YouTube,SHORT,17,0.522
23,YouTube,SHORT,18,0.585
23,YouTube,SHORT,19,0.498
23,YouTube,SHORT,20,0.271
23,YouTube,SHORT,21,0.466
23,YouTube,SHORT,22,0.31
23,YouTube,SHORT,23,0.611
23,YouTube,LONG,0,0.659
23,YouTube,LONG,1,0.712
23,YouTube,LONG,2,0.63
23,YouTube,LONG,3,0.714
23,YouTube,LONG,4,0.449
23,YouTube,LONG,5,1.163
23,YouTube,LONG,6,1.167
23,YouTube,LONG,7,1.231
23,YouTube,LONG,8,0.875
23,YouTube,LONG,9,0.523
23,YouTube,LONG,10,0.708
23,YouTube,LONG,11,0.496
23,YouTube,LONG,12,0.638
23,YouTube,LONG,13,0.806
23,YouTube,LONG,14,0.43
23,YouTube,LONG,15,0.755
23,YouTube,LONG,16,0.743
23,YouTube,LONG,17,0.799
23,YouTube,LONG,18,0.442
23,YouTube,LONG,19,0.595
23,YouTube,LONG,20,0.591
23,YouTube,LONG,21,0.922
23,YouTube,LONG,22,0.895
23,YouTube,LONG,23,0.546
24,Instagram,SHORT,0,0.469
24,Instagram,SHORT,1,0.642
24,Instagram,SHORT,2,1.205
24,Instagram,SHORT,3,0.666
24,Instagram,SHORT,4,0.918
24,Instagram,SHORT,5,1.079
24,Instagram,SHORT,6,0.663
24,Instagram,SHORT,7,0.668
24,Instagram,SHORT,8,1.089
24,Instagram,SHORT,9,1.127
24,Instagram,SHORT,10,1.227
24,Instagram,SHORT,11,0.494
24,Instagram,SHORT,12,0.656
24,Instagram,SHORT,13,1.204
24,Instagram,SHORT,14,0.551
24,Instagram,SHORT,15,0.65
24,Instagram,SHORT,16,1.219
24,Instagram,SHORT,17,1.223
24,Instagram,SHORT,18,0.63
24,Instagram,SHORT,19,0.983
24,Instagram,SHORT,20,0.805
24,Instagram,SHORT,21,0.879
24,Instagram,SHORT,22,0.587
24,Instagram,SHORT,23,0.704
24,Instagram,LONG,0,0.741
24,Instagram,LONG,1,0.489
24,Instagram,LONG,2,0.323
24,Instagram,LONG,3,0.59
24,Instagram,LONG,4,0.607
24,Instagram,LONG,5,0.58
24,Instagram,LONG,6,0.661
24,Instagram,LONG,7,0.582
24,Instagram,LONG,8,0.822
24,Instagram,LONG,9,0.53
24,Instagram,LONG,10,0.676
24,Instagram,LONG,11,0.516
24,Instagram,LONG,12,0.428
24,Instagram,LONG,13,0.667
24,Instagram,LONG,14,0.742
24,Instagram,LONG,15,0.728
24,Instagram,LONG,16,0.498
24,Instagram,LONG,17,0.552
24,Instagram,LONG,18,0.632
24,Instagram,LONG,19,0.399
24,Instagram,LONG,20,0.647
24,Instagram,LONG,21,0.681
24,Instagram,LONG,22,0.725
24,Instagram,LONG,23,0.299
24,YouTube,SHORT,0,0.844
24,YouTube,SHORT,1,0.54
24,YouTube,SHORT,2,0.493
24,YouTube,SHORT,3,0.556
24,YouTube,SHORT,4,0.803
24,YouTube,SHORT,5,0.667
24,YouTube,SHORT,6,0.578
24,YouTube,SHORT,7,0.725
24,YouTube,SHORT,8,0.469
24,YouTube,SHORT,9,0.788
24,YouTube,SHORT,10,0.574
24,YouTube,SHORT,11,0.635
24,YouTube,SHORT,12,0.306
24,YouTube,SHORT,13,0.713
24,YouTube,SHORT,14,0.646
24,YouTube,SHORT,15,0.466
24,YouTube,SHORT,16,0.64
24,YouTube,SHORT,17,0.281
24,YouTube,SHORT,18,0.84
24,YouTube,SHORT,19,0.658
24,YouTube,SHORT,20,0.493
24,YouTube,SHORT,21,0.703
24,YouTube,SHORT,22,0.83
24,YouTube,SHORT,23,0.511
24,YouTube,LONG,0,0.384
24,YouTube,LONG,1,0.601
24,YouTube,LONG,2,0.822
24,YouTube,LONG,3,0.829
24,YouTube,LONG,4,0.883
24,YouTube,LONG,5,0.878
24,YouTube,LONG,6,0.765
24,YouTube,LONG,7,0.717
24,YouTube,LONG,8,1.051
24,YouTube,LONG,9,0.89
24,YouTube,LONG,10,0.813
24,YouTube,LONG,11,0.677
24,YouTube,LONG,12,0.396
24,YouTube,LONG,13,0.466
24,YouTube,LONG,14,0.739
24,YouTube,LONG,15,1.217
24,YouTube,LONG,16,0.477
24,YouTube,LONG,17,1.198
24,YouTube,LONG,18,0.499
24,YouTube,LONG,19,0.648
24,YouTube,LONG,20,0.773
24,YouTube,LONG,21,0.556
24,YouTube,LONG,22,0.798
24,YouTube,LONG,23,0.792
25,Instagram,SHORT,0,0.758
25,Instagram,SHORT,1,0.985
25,Instagram,SHORT,2,0.654
25,Instagram,SHORT,3,0.638
25,Instagram,SHORT,4,1.084
25,Instagram,SHORT,5,0.476
25,Instagram,SHORT,6,1.118
25,Instagram,SHORT,7,0.942
25,Instagram,SHORT,8,0.967
25,Instagram,SHORT,9,0.519
25,Instagram,SHORT,10,1.236
25,Instagram,SHORT,11,0.588
25,Instagram,SHORT,12,0.528
25,Instagram,SHORT,13,0.515
25,Instagram,SHORT,14,0.865
25,Instagram,SHORT,15,1.214
25,Instagram,SHORT,16,0.578
25,Instagram,SHORT,17,0.729
25,Instagram,SHORT,18,0.536
25,Instagram,SHORT,19,0.935
25,Instagram,SHORT,20,0.753
25,Instagram,SHORT,21,0.401
25,Instagram,SHORT,22,0.912
25,Instagram,SHORT,23,0.548
25,Instagram,LONG,0,0.607
25,Instagram,LONG,1,0.486
25,Instagram,LONG,2,0.674
25,Instagram,LONG,3,0.377
25,Instagram,LONG,4,0.703
25,Instagram,LONG,5,0.736
25,Instagram,LONG,6,0.292
25,Instagram,LONG,7,0.316
25,Instagram,LONG,8,0.774
25,Instagram,LONG,9,0.366
25,Instagram,LONG,10,0.449
25,Instagram,LONG,11,0.527
25,Instagram,LONG,12,0.411
25,Instagram,LONG,13,0.768
25,Instagram,LONG,14,0.569
25,Instagram,LONG,15,0.635
25,Instagram,LONG,16,0.61
25,Instagram,LONG,17,0.619
25,Instagram,LONG,18,0.604
25,Instagram,LONG,19,0.462
25,Instagram,LONG,20,0.758
25,Instagram,LONG,21,0.622
25,Instagram,LONG,22,0.739
25,Instagram,LONG,23,0.675
25,YouTube,SHORT,0,0.432
25,YouTube,SHORT,1,0.621
25,YouTube,SHORT,2,0.305
25,YouTube,SHORT,3,0.335
25,YouTube,SHORT,4,0.325
25,YouTube,SHORT,5,0.437
25,YouTube,SHORT,6,0.364
25,YouTube,SHORT,7,0.668
25,YouTube,SHORT,8,0.559
25,YouTube,SHORT,9,0.504
25,YouTube,SHORT,10,0.337
25,YouTube,SHORT,11,0.483
25,YouTube,SHORT,12,0.366
25,YouTube,SHORT,13,0.633
25,YouTube,SHORT,14,0.668
25,YouTube,SHORT,15,0.639
25,YouTube,SHORT,16,0.85
25,YouTube,SHORT,17,0.585
25,YouTube,SHORT,18,0.546
25,YouTube,SHORT,19,0.338
25,YouTube,SHORT,20,0.442
25,YouTube,SHORT,21,0.523
25,YouTube,SHORT,22,0.287
25,YouTube,SHORT,23,0.469
25,YouTube,LONG,0,0.383
25,YouTube,LONG,1,0.494
25,YouTube,LONG,2,1.088
25,YouTube,LONG,3,1.218
25,YouTube,LONG,4,0.817
25,YouTube,LONG,5,0.808
25,YouTube,LONG,6,0.974
25,YouTube,LONG,7,0.739
25,YouTube,LONG,8,1.11
25,YouTube,LONG,9,0.803
25,YouTube,LONG,10,0.447
25,YouTube,LONG,11,0.402
25,YouTube,LONG,12,1.041
25,YouTube,LONG,13,0.631
25,YouTube,LONG,14,0.615
25,YouTube,LONG,15,0.845
